image_id,split,brightness_mean,brightness_std,contrast,r_mean,g_mean,b_mean,r_std,g_std,b_std,dynamic_range,min_pixel,max_pixel
000202,train,88.40499877929688,9.559457778930664,0.10813254863023758,88.405,88.405,88.405,9.559457359076402,9.559457359076402,9.559457359076402,58.0,61.0,119.0
000201,train,85.30034637451172,9.218832969665527,0.10807497799396515,85.30035,85.30035,85.30035,9.218833433656343,9.218833433656343,9.218833433656343,53.0,61.0,114.0
000203,train,74.85449981689453,10.618654251098633,0.14185726642608643,74.8545,74.8545,74.8545,10.61865479945553,10.61865479945553,10.61865479945553,60.0,50.0,110.0
000204,train,94.16407775878906,10.003085136413574,0.10623037070035934,94.164075,94.164075,94.164075,10.003084743936492,10.003084743936492,10.003084743936492,56.0,68.0,124.0
000205,train,82.03790283203125,10.885210990905762,0.13268513977527618,82.0379,82.0379,82.0379,10.885210773797631,10.885210773797631,10.885210773797631,59.0,52.0,111.0
000206,train,108.24697875976562,9.773972511291504,0.09029325842857361,108.246975,108.246975,108.246975,9.7739719842741,9.7739719842741,9.7739719842741,78.0,78.0,156.0
000209,train,106.34839630126953,15.379142761230469,0.1446109563112259,106.3484,106.3484,106.3484,15.379142285576267,15.379142285576267,15.379142285576267,82.0,69.0,151.0
000207,train,127.2293472290039,5.97174596786499,0.04693685844540596,127.22935,127.22935,127.22935,5.971745856740724,5.971745856740724,5.971745856740724,59.0,95.0,154.0
000210,train,97.802978515625,12.709169387817383,0.12994664907455444,97.802975,97.802975,97.802975,12.709170159745875,12.709170159745875,12.709170159745875,75.0,59.0,134.0
000208,train,108.88484954833984,13.029007911682129,0.11965859681367874,108.88485,108.88485,108.88485,13.02900765513245,13.02900765513245,13.02900765513245,78.0,70.0,148.0
000212,train,126.21527862548828,9.090174674987793,0.07202119380235672,126.215275,126.215275,126.215275,9.090175007906888,9.090175007906888,9.090175007906888,60.0,100.0,160.0
000211,train,104.46912384033203,13.154328346252441,0.12591594457626343,104.469125,104.469125,104.469125,13.154328060922571,13.154328060922571,13.154328060922571,87.0,61.0,148.0
000213,train,99.80892181396484,11.761344909667969,0.11783861368894577,99.808925,99.808925,99.808925,11.761344112998948,11.761344112998948,11.761344112998948,75.0,73.0,148.0
000214,train,96.85389709472656,10.23044204711914,0.10562757402658463,96.8539,96.8539,96.8539,10.230442551033656,10.230442551033656,10.230442551033656,57.0,71.0,128.0
000218,train,87.38400268554688,8.478543281555176,0.0970262661576271,87.384,87.384,87.384,8.478543153160217,8.478543153160217,8.478543153160217,51.0,65.0,116.0
000215,train,91.4643783569336,10.430397033691406,0.11403780430555344,91.464375,91.464375,91.464375,10.43039696557015,10.43039696557015,10.43039696557015,57.0,66.0,123.0
000216,train,84.60992431640625,9.550676345825195,0.11287891119718552,84.609925,84.609925,84.609925,9.550676232308108,9.550676232308108,9.550676232308108,55.0,59.0,114.0
000217,train,72.97672271728516,9.029719352722168,0.1237342432141304,72.976725,72.976725,72.976725,9.029719446050082,9.029719446050082,9.029719446050082,46.0,54.0,100.0
000220,train,107.03672790527344,12.228160858154297,0.11424266546964645,107.036725,107.036725,107.036725,12.228161197595288,12.228161197595288,12.228161197595288,71.0,71.0,142.0
000221,train,116.19722747802734,12.240447998046875,0.10534200072288513,116.197225,116.197225,116.197225,12.240448410878377,12.240448410878377,12.240448410878377,71.0,70.0,141.0
000222,train,122.68327331542969,6.7421555519104,0.05495578423142433,122.683275,122.683275,122.683275,6.74215546204439,6.74215546204439,6.74215546204439,49.0,95.0,144.0
000219,train,109.24622344970703,7.3614301681518555,0.06738384068012238,109.246225,109.246225,109.246225,7.361429769370553,7.361429769370553,7.361429769370553,50.0,87.0,137.0
000224,train,69.23492431640625,8.982245445251465,0.12973575294017792,69.234925,69.234925,69.234925,8.982245556895837,8.982245556895837,8.982245556895837,49.0,45.0,94.0
000226,train,87.96195220947266,10.894427299499512,0.12385386228561401,87.96195,87.96195,87.96195,10.894427575485553,10.894427575485553,10.894427575485553,57.0,63.0,120.0
000223,train,111.10224914550781,8.822881698608398,0.07941226661205292,111.10225,111.10225,111.10225,8.822881895248287,8.822881895248287,8.822881895248287,74.0,83.0,157.0
000225,train,96.20167541503906,12.80378246307373,0.13309313356876373,96.201675,96.201675,96.201675,12.803782729895683,12.803782729895683,12.803782729895683,74.0,62.0,136.0
000227,train,137.01832580566406,35.56630325317383,0.2595733404159546,137.018325,137.018325,137.018325,35.566302017420576,35.566302017420576,35.566302017420576,157.0,66.0,223.0
000228,train,137.29812622070312,33.21174621582031,0.24189510941505432,137.298125,137.298125,137.298125,33.2117463630622,33.2117463630622,33.2117463630622,129.0,89.0,218.0
000229,train,197.03515625,22.4792423248291,0.11408746987581253,197.03515,197.03515,197.03515,22.479241857266892,22.479241857266892,22.479241857266892,104.0,146.0,250.0
000231,train,182.0477294921875,32.47139358520508,0.178367480635643,182.047725,182.047725,182.047725,32.4713942928907,32.4713942928907,32.4713942928907,158.0,97.0,255.0
000230,train,190.5771026611328,23.373775482177734,0.12264734506607056,190.5771,190.5771,190.5771,23.373774953781002,23.373774953781002,23.373774953781002,113.0,135.0,248.0
000232,train,173.10699462890625,27.28766441345215,0.1576346755027771,173.107,173.107,173.107,27.28766481397776,27.28766481397776,27.28766481397776,145.0,98.0,243.0
000234,train,215.88992309570312,20.846433639526367,0.09656047821044922,215.889925,215.889925,215.889925,20.84643275225704,20.84643275225704,20.84643275225704,110.0,145.0,255.0
000233,train,195.36647033691406,24.5823974609375,0.1258271038532257,195.366475,195.366475,195.366475,24.58239656897543,24.58239656897543,24.58239656897543,140.0,115.0,255.0
000235,train,221.40277099609375,20.694881439208984,0.09347164630889893,221.402775,221.402775,221.402775,20.69488094431507,20.69488094431507,20.69488094431507,111.0,144.0,255.0
000236,train,202.84793090820312,22.87415885925293,0.11276505887508392,202.847925,202.847925,202.847925,22.874160054401454,22.874160054401454,22.874160054401454,112.0,143.0,255.0
000237,train,232.63204956054688,15.503059387207031,0.06664197891950607,232.63205,232.63205,232.63205,15.503059788232129,15.503059788232129,15.503059788232129,96.0,159.0,255.0
000239,train,178.02560424804688,32.50791549682617,0.18260246515274048,178.0256,178.0256,178.0256,32.50791356946797,32.50791356946797,32.50791356946797,149.0,100.0,249.0
000241,train,196.4853057861328,25.004199981689453,0.1272573471069336,196.4853,196.4853,196.4853,25.004199325513305,25.004199325513305,25.004199325513305,134.0,121.0,255.0
000240,train,233.43392944335938,18.386266708374023,0.07876432687044144,233.433925,233.433925,233.433925,18.386266181429416,18.386266181429416,18.386266181429416,74.0,181.0,255.0
000238,train,218.9081268310547,21.45578384399414,0.09801273047924042,218.908125,218.908125,218.908125,21.455783229338774,21.455783229338774,21.455783229338774,107.0,148.0,255.0
000242,train,221.9523468017578,20.695505142211914,0.09324301034212112,221.95235,221.95235,221.95235,20.695503846910807,20.695503846910807,20.695503846910807,100.0,155.0,255.0
000243,train,186.2989044189453,26.395645141601562,0.1416843831539154,186.2989,186.2989,186.2989,26.395643746459378,26.395643746459378,26.395643746459378,139.0,116.0,255.0
000245,train,164.3251190185547,36.396202087402344,0.22148896753787994,164.325125,164.325125,164.325125,36.396203356042165,36.396203356042165,36.396203356042165,158.0,89.0,247.0
000247,train,161.7740478515625,28.213518142700195,0.17440076172351837,161.77405,161.77405,161.77405,28.21351797627336,28.21351797627336,28.21351797627336,127.0,94.0,221.0
000244,train,177.89744567871094,32.631103515625,0.18342648446559906,177.89745,177.89745,177.89745,32.631103773815255,32.631103773815255,32.631103773815255,150.0,105.0,255.0
000248,train,193.00125122070312,25.153244018554688,0.13032683730125427,193.00125,193.00125,193.00125,25.153243298578815,25.153243298578815,25.153243298578815,123.0,131.0,254.0
000250,train,178.8690948486328,28.600297927856445,0.1598951369524002,178.8691,178.8691,178.8691,28.600298340926447,28.600298340926447,28.600298340926447,126.0,116.0,242.0
000246,train,150.25445556640625,36.514583587646484,0.24301831424236298,150.25445,150.25445,150.25445,36.51458208986514,36.51458208986514,36.51458208986514,167.0,62.0,229.0
000249,train,159.98489379882812,30.23006248474121,0.18895572423934937,159.9849,159.9849,159.9849,30.23005990715202,30.23005990715202,30.23005990715202,125.0,102.0,227.0
000251,train,228.23410034179688,15.704901695251465,0.06881049275398254,228.2341,228.2341,228.2341,15.704902011473996,15.704902011473996,15.704902011473996,69.0,186.0,255.0
000253,train,180.39285278320312,30.466657638549805,0.1688905954360962,180.39285,180.39285,180.39285,30.466657494341252,30.466657494341252,30.466657494341252,142.0,101.0,243.0
000255,train,174.11732482910156,27.694067001342773,0.15905405580997467,174.117325,174.117325,174.117325,27.69406632916833,27.69406632916833,27.69406632916833,115.0,116.0,231.0
000252,train,127.47875213623047,35.41150665283203,0.27778360247612,127.47875,127.47875,127.47875,35.41150728841544,35.41150728841544,35.41150728841544,153.0,62.0,215.0
000254,train,162.37855529785156,27.728811264038086,0.1707664579153061,162.37855,162.37855,162.37855,27.72881172891294,27.72881172891294,27.72881172891294,113.0,108.0,221.0
000256,train,189.83399963378906,26.16140365600586,0.13781200349330902,189.834,189.834,189.834,26.161403708516865,26.161403708516865,26.161403708516865,109.0,136.0,245.0
000257,train,154.23477172851562,27.591062545776367,0.17889003455638885,154.234775,154.234775,154.234775,27.591062967913633,27.591062967913633,27.591062967913633,130.0,91.0,221.0
000258,train,102.34587860107422,13.6541166305542,0.1334114968776703,102.345875,102.345875,102.345875,13.654116430013882,13.654116430013882,13.654116430013882,71.0,68.0,139.0
000259,train,138.60025024414062,12.947254180908203,0.09341436624526978,138.60025,138.60025,138.60025,12.947254532815055,12.947254532815055,12.947254532815055,79.0,104.0,183.0
000260,train,142.90809631347656,8.738367080688477,0.06114675849676132,142.9081,142.9081,142.9081,8.738366803356334,8.738366803356334,8.738366803356334,58.0,111.0,169.0
000262,train,103.31812286376953,14.697291374206543,0.14225278794765472,103.318125,103.318125,103.318125,14.697291297527412,14.697291297527412,14.697291297527412,79.0,62.0,141.0
000263,train,104.30782318115234,16.2684326171875,0.15596559643745422,104.307825,104.307825,104.307825,16.26843319958548,16.26843319958548,16.26843319958548,68.0,71.0,139.0
000261,train,142.45562744140625,9.392794609069824,0.06593488156795502,142.455625,142.455625,142.455625,9.392794092248323,9.392794092248323,9.392794092248323,61.0,110.0,171.0
000265,train,75.26527404785156,13.56386947631836,0.18021418154239655,75.265275,75.265275,75.265275,13.563869439594848,13.563869439594848,13.563869439594848,75.0,38.0,113.0
000267,train,119.89420318603516,15.389123916625977,0.12835586071014404,119.8942,119.8942,119.8942,15.389124613180568,15.389124613180568,15.389124613180568,88.0,70.0,158.0
000264,train,100.83429718017578,15.071383476257324,0.1494668424129486,100.8343,100.8343,100.8343,15.071383264650926,15.071383264650926,15.071383264650926,84.0,63.0,147.0
000268,train,104.16964721679688,16.15513801574707,0.15508489310741425,104.16965,104.16965,104.16965,16.155137538179613,16.155137538179613,16.155137538179613,82.0,60.0,142.0
000266,train,106.25834655761719,16.723974227905273,0.15738974511623383,106.25835,106.25835,106.25835,16.723973967855247,16.723973967855247,16.723973967855247,89.0,57.0,146.0
000270,train,87.1375732421875,15.297950744628906,0.17556090652942657,87.137575,87.137575,87.137575,15.29795078170194,15.29795078170194,15.29795078170194,71.0,59.0,130.0
000269,train,49.89382553100586,10.503987312316895,0.21052679419517517,49.893825,49.893825,49.893825,10.503987427133328,10.503987427133328,10.503987427133328,47.0,27.0,74.0
000271,train,59.78827667236328,10.911697387695312,0.18250563740730286,59.788275,59.788275,59.788275,10.911697737949627,10.911697737949627,10.911697737949627,60.0,35.0,95.0
000272,train,117.84880065917969,15.42733383178711,0.13090786337852478,117.8488,117.8488,117.8488,15.427334136525339,15.427334136525339,15.427334136525339,78.0,85.0,163.0
000273,train,95.0459976196289,14.336649894714355,0.15083907544612885,95.046,95.046,95.046,14.336650027115818,14.336650027115818,14.336650027115818,121.0,60.0,181.0
000275,train,88.57787322998047,13.553594589233398,0.15301331877708435,88.577875,88.577875,88.577875,13.553594928445184,13.553594928445184,13.553594928445184,80.0,51.0,131.0
000274,train,57.93657684326172,10.615423202514648,0.1832249015569687,57.936575,57.936575,57.936575,10.615422849296912,10.615422849296912,10.615422849296912,53.0,35.0,88.0
