image_id,split,contrast,correlation,energy,homogeneity
000201,train,0.7590230020661685,0.9287704296612884,0.21152227172863242,0.7440460952801964
000202,train,0.7985619085274086,0.9301197906188656,0.20502833094299305,0.7357346507502142
000203,train,0.4620048210596128,0.9671704839917735,0.2257325034401536,0.8064926060727216
000207,train,1.0097299632681174,0.7794644341549734,0.2605182973502444,0.6835714966997385
000206,train,0.7127448473331122,0.9407272656366652,0.20804663162082515,0.7489841188414729
000204,train,0.5189430655817155,0.9587046873241433,0.21942606420947988,0.7874841593786772
000205,train,0.5124914228502921,0.9655931658239293,0.21168532391315342,0.7951424647875924
000208,train,1.287105801851899,0.9396128846720049,0.16084013380916407,0.6606650532795968
000209,train,1.2706257493048996,0.9573596343277582,0.1658492492851572,0.6691684832526135
000211,train,0.979152679641865,0.9548898870202859,0.17752468268728044,0.7074170327125253
000210,train,0.7885828571792979,0.9611367911544959,0.18121789160329282,0.74316534850508
000212,train,1.3663925273576,0.8692236679548752,0.18898708230571792,0.6378925595059793
000214,train,0.9823096127847359,0.9248036720653119,0.19408488651325986,0.6908241313064515
000213,train,0.7949387483100785,0.9543183522917078,0.19392762484753273,0.7366034235684134
000215,train,0.942651487131087,0.9304920354488713,0.18674685754781006,0.7082842606264261
000217,train,0.44269169451317514,0.9568425758175462,0.245056578677811,0.8154893501605462
000216,train,0.7184891462388082,0.9369575144012818,0.20888296606118334,0.7509466858131513
000221,train,1.3449562852332728,0.9290658571680439,0.186771990421961,0.6560902887889698
000220,train,1.1492912851057315,0.9390965826274437,0.17090144291192777,0.6755323152038897
000219,train,0.9083624658827134,0.8675743930454412,0.22238437593585922,0.6991132248666797
000218,train,0.5453852383746141,0.9398896776690512,0.23348236467077693,0.7780803685758975
000222,train,1.1766711093538762,0.7983484419641089,0.22619139315302927,0.6671862032467814
000224,train,0.3432155064663419,0.9662552927150354,0.25365361956550936,0.840340959425374
000225,train,0.9824056513532129,0.9522596396293109,0.17336975143492955,0.6869294262477433
000228,train,0.65746205647527,0.9951898851090543,0.132106880549201,0.7521001823055451
000223,train,0.8444365864857284,0.9142426465359266,0.21237323952489134,0.7272983725651069
000227,train,0.7694685355712574,0.9951016327302976,0.10605766318450252,0.7317758908828842
000229,train,1.5891376935438626,0.9745633444537852,0.1126579732203569,0.62443256371059
000226,train,0.6339942415121291,0.9575056089739638,0.1997679318316242,0.757262483187349
000231,train,1.7828194589699755,0.9863762979078257,0.09746256955500143,0.6594101518642057
000230,train,1.7396210749177354,0.9742798116449198,0.10888550564884535,0.6220280509723859
000234,train,2.7087796214575395,0.9497965415480012,0.11375052674719277,0.5987816636429792
000232,train,1.7590263819095469,0.9808673820340194,0.10630775381188264,0.6580021407155952
000235,train,2.8500768436089063,0.9463858046565743,0.1179195503596294,0.585952294914803
000233,train,2.236305639874498,0.9700855416730556,0.10690049846985411,0.6231782407433762
000237,train,2.080533855827361,0.9298173241727367,0.13981678269716816,0.5845999593845634
000236,train,2.5295427326990287,0.9607584294962292,0.10720175831816178,0.6033687884114087
000238,train,2.077177798892943,0.9635597809724572,0.11335680584150962,0.599708085992849
000240,train,2.4657926689283993,0.9397332377165211,0.22038137083841572,0.616084287890736
000239,train,1.090309223783894,0.991689227809912,0.10070855806238888,0.6822759547782635
000241,train,1.816509036298243,0.976427342420974,0.1055325608350409,0.6171791155285223
000243,train,2.0244093883121197,0.9764733239742187,0.10444235983562652,0.6348838603244482
000242,train,2.38727833329082,0.9550251017788841,0.11481440595513509,0.596951935345715
000244,train,2.0262657832308726,0.9846666845154726,0.09532974054354629,0.6464912185986741
000245,train,1.2737113549983419,0.9922584546846679,0.09800968856956768,0.6853944421459822
000247,train,1.3063337308369256,0.9867319040184108,0.10736149729221632,0.6682173589696687
000246,train,1.0040972948498843,0.9939399108369549,0.09861946844745935,0.7043228835999822
000248,train,1.726158648572813,0.977916337849275,0.11090670749255874,0.6210444193544074
000249,train,1.280330842027396,0.9886779300486453,0.11218483775118714,0.6758342622305218
000251,train,1.5857923500752498,0.9483049138732154,0.14204236023972894,0.6099373216919144
000250,train,1.4637897609876789,0.9855316093638753,0.1057615597236937,0.6467345956895931
000252,train,0.7500300040813204,0.9951837245559925,0.11021905989937178,0.7451158735702765
000254,train,1.3407007435655447,0.9858780895721082,0.11110216529935031,0.6682820479699942
000253,train,0.9936251052215392,0.9913627305606908,0.10546903137848337,0.6857751641274452
000255,train,1.3583032548529457,0.9856653948118188,0.11029659902724255,0.6526696447379785
000256,train,1.4688193505599059,0.9826467457398056,0.10962964429757834,0.6316792049558586
000257,train,0.9723410835905417,0.9896671358223709,0.11300082430853198,0.6984148786119317
000260,train,1.299916938754687,0.8655051481256846,0.19104623071183852,0.641358874497641
000258,train,0.6481129632936256,0.9722575692416431,0.1784140734436303,0.7587050266434265
000262,train,0.8012369589062058,0.9703757364771702,0.171529076152056,0.746593445578553
000259,train,0.9183036055914089,0.9560534112978895,0.17215831258203007,0.6989388055073498
000264,train,1.0554008302935995,0.9630182384090437,0.16844938317239427,0.7376061629339645
000261,train,1.3238662857434382,0.880987323907911,0.1815925977170225,0.6374324171174987
000263,train,0.6771602300844325,0.9794847639597546,0.1902165003457944,0.7438189449960141
000265,train,0.5495754470321148,0.9760995956123155,0.19732766586347228,0.7987799306616491
000267,train,0.7962698964364971,0.9729157623627213,0.17899860236010356,0.7231620214076622
000266,train,0.773330197944035,0.9777780096684394,0.1611645551219808,0.7449580895828062
