image_id,split,laplacian_var,is_blurry
000203,train,14.950114599375002,True
000214,train,42.861197597499995,True
000231,train,63.912835624375,True
000502,train,1897.86785591,False
000246,train,40.591874774375,True
000269,train,8.94889471,True
000289,train,21.1548984375,True
000213,train,27.634264919375,True
000267,train,31.495924234375003,True
000232,train,60.30228916,True
000258,train,23.4637498775,True
000216,train,23.0559351775,True
000292,train,58.35779516,True
000281,train,18.348124949375,True
000503,train,870.605500609375,False
000259,train,44.19333844,True
000204,train,20.562208394375002,True
000250,train,58.792374669375,True
000222,train,52.1560887775,True
000247,train,50.84389999,True
000205,train,16.474553609374997,True
000233,train,79.31891459937499,True
000234,train,94.74794516,True
000271,train,11.15134919,True
000217,train,13.998396389999998,True
000248,train,68.921069824375,True
000260,train,70.6720843975,True
000218,train,20.244322024375,True
000504,train,1900.3886556775,False
000235,train,102.50661326937501,False
000290,train,38.312244474375,True
000293,train,23.071174724375,True
000282,train,42.18987431,True
000219,train,36.1618434975,True
000249,train,49.5486030775,True
000244,train,65.44134871,True
000505,train,726.6917831899999,False
000294,train,16.4099488975,True
000220,train,38.865862194375,True
000236,train,87.41702351937501,True
000206,train,28.935936309999995,True
000261,train,72.30554184,True
000283,train,59.856646109375,True
000272,train,29.363746234374993,True
000245,train,48.615640484375,True
000237,train,111.35015497437502,False
000273,train,20.28579704,True
000277,train,57.577071377500005,True
000295,train,23.557096937500003,True
000221,train,45.100625990000005,True
000262,train,25.076544477499997,True
000506,train,1842.303773619375,False
000251,train,88.9689783775,True
000238,train,95.756610369375,True
000207,train,48.907241649375,True
000284,train,26.461603077499998,True
000296,train,11.257693997499999,True
000274,train,10.352167019375,True
000252,train,29.520761859375007,True
000507,train,711.00181079,False
000223,train,35.0273478975,True
000298,train,71.716919824375,True
000239,train,52.737286169375004,True
000263,train,31.374149,True
000285,train,21.911516734375002,True
000275,train,18.8643573775,True
000297,train,93.758060599375,True
000208,train,42.505025,True
000253,train,52.80849537750001,True
000215,train,33.538973734375006,True
000240,train,143.3021029775,False
000209,train,39.935706724374995,True
000224,train,12.209430944374999,True
000264,train,24.882019359375,True
000225,train,45.5784469375,True
000256,train,65.939923499375,True
000508,train,827.4215792775,False
000276,train,19.753926309999997,True
000210,train,24.678068874375,True
000270,train,18.7514994375,True
000286,train,33.228597699374994,True
000226,train,26.240672519375,True
000241,train,77.114511124375,True
000509,train,1208.074364174375,False
000254,train,50.750521484375,True
000299,train,65.09852599,True
000227,train,33.215820269375,True
000265,train,14.455049797500001,True
000280,train,44.578121669375,True
000201,train,25.117627437499998,True
000287,train,20.279701990000003,True
000211,train,32.554036249374995,True
000255,train,56.76125709750001,True
000268,train,21.2526680775,True
000242,train,96.3889359375,True
000291,train,54.48229999750001,True
000228,train,32.733946109375,True
000278,train,18.152624999375,True
000266,train,24.6347990975,True
000510,train,1479.885088699375,False
000511,train,1971.6659070775002,False
000230,train,73.493223949375,True
000212,train,69.659424544375,True
000202,train,27.22779856,True
000229,train,72.14019537749999,True
000243,train,72.8117211775,True
000300,train,41.4959481775,True
000288,train,12.97889711,True
000257,train,44.032593919374996,True
000501,train,1939.40640775,False
000279,train,37.196602199375,True
000514,train,402.750729099375,False
000512,train,2135.8140769375,False
000513,train,710.97875351,False
000516,train,1812.1317702975002,False
000517,train,2003.8116188743747,False
000518,train,372.1370256775,False
000519,train,444.99212044937497,False
000515,train,1483.1424631099999,False
000522,train,2078.43401536,False
000524,train,1913.460397449375,False
000520,train,1658.4241662775,False
000523,train,1999.5355598593749,False
000521,train,1991.5762811093748,False
000526,train,793.76979736,False
000527,train,2072.8058420993752,False
000525,train,1065.294592984375,False
000528,train,2310.29342975,False
000530,train,2211.5442894374996,False
000534,train,2125.6208966975,False
000529,train,2171.89644511,False
000531,train,2084.70156599,False
000536,train,1821.491061749375,False
000533,train,737.316600674375,False
000537,train,1891.342239359375,False
000535,train,2175.6247430193753,False
000532,train,938.564641649375,False
000544,train,1172.50485716,False
000538,train,1756.9202827600002,False
000540,train,1276.7533070975003,False
000541,train,2000.631603474375,False
000539,train,1674.5374537343753,False
000548,train,1990.0291007443748,False
000542,train,2095.55863759,False
000543,train,2033.5238029775,False
000545,train,2226.2899839775,False
000551,train,2035.7132264775,False
000549,train,1935.5472879099998,False
000546,train,2089.284476109375,False
000550,train,1747.72822111,False
000547,train,2041.16416751,False
000552,train,1555.157898669375,False
000555,train,1291.0214142243751,False
000554,train,1798.8905042343752,False
000553,train,790.544269374375,False
000557,train,1812.7430623599998,False
000556,train,1756.252315949375,False
000559,train,2115.3602865193748,False
000558,train,1387.7534211775,False
000560,train,1918.183720699375,False
000564,train,398.99624799937504,False
000565,train,2147.816620874375,False
000563,train,1583.62374375,False
000561,train,514.1407658493749,False
000562,train,1544.209924994375,False
000568,train,2022.9313766193748,False
000566,train,1273.98368924,False
000569,train,1840.867735169375,False
000572,train,2151.5225824375,False
000570,train,1760.4093941193748,False
000567,train,1666.53514375,False
000571,train,1578.7898997500001,False
000573,train,2007.9849649843752,False
000575,train,579.3389640974999,False
000579,train,1538.1235060000001,False
000578,train,455.95492789749994,False
000574,train,2479.303708394375,False
000576,train,2298.8372853775004,False
000580,train,2027.2159118974998,False
000577,train,2119.97775644,False
000583,train,461.579224924375,False
000587,train,1837.9342581975002,False
000584,train,1428.3917749443751,False
000581,train,1951.2080611093752,False
000585,train,1855.7425607743749,False
000582,train,2098.7439118943753,False
000586,train,1585.56705,False
000593,train,1749.4617870974998,False
000591,train,1780.7723383900002,False
000590,train,1937.8778519974999,False
000589,train,706.668203724375,False
000594,train,1659.4845547975,False
000588,train,1420.1458449375,False
000592,train,1920.5482988743752,False
000597,train,1612.689539894375,False
000595,train,1824.078766444375,False
000599,train,614.96460591,False
000600,train,1228.5679489775,False
000598,train,1220.0273784693752,False
000596,train,1941.3354997500003,False
000603,train,50.645440390000005,True
000601,train,34.799999937500004,True
000604,train,158.61770116,False
000602,train,35.25484964,True
000605,train,178.9965990975,False
000607,train,224.8501972775,False
000609,train,193.42794324000002,False
000606,train,217.41225839749998,False
000608,train,169.22654224000001,False
000610,train,181.78141839437504,False
000615,train,129.13598478999998,False
000612,train,97.591008719375,True
000611,train,191.56268479,False
000614,train,118.8975924375,False
000618,train,53.20253616000001,True
000613,train,105.3990399375,False
000616,train,72.84187184937501,True
000624,train,75.40698193749999,True
000622,train,38.97559993749999,True
000620,train,18.73539676,True
000617,train,66.489724399375,True
000621,train,37.281493359375,True
000623,train,126.97814987750002,False
000625,train,167.935828019375,False
000629,train,75.30269147749999,True
000627,train,168.012203144375,False
000628,train,28.62913236,True
000630,train,117.073646484375,False
000626,train,78.123459519375,True
000619,train,51.224213074374994,True
000631,train,45.737503694375,True
000632,train,25.40919711,True
000633,train,14.419473109374998,True
000634,train,42.855990389999995,True
000637,train,74.7502851775,True
000639,train,64.10108748437499,True
000636,train,44.0426633975,True
000638,train,71.34477481937499,True
000635,train,48.349996,True
000641,train,85.85839975,True
000640,train,79.20409039,True
000644,train,14.751220049374998,True
000646,train,83.83461735937502,True
000643,train,15.47669424,True
000642,train,48.9465486775,True
000648,train,58.494005859375,True
000645,train,90.085163944375,True
000647,train,42.143147750000004,True
000649,train,57.209362924375,True
000655,train,102.52471912437501,False
000653,train,124.873205419375,False
000650,train,92.68269996,True
000654,train,115.87763517749998,False
000652,train,106.14404717437499,False
000657,train,37.694074969375,True
000651,train,99.03369889750002,True
000658,train,41.417072437499996,True
000656,train,70.10088319,True
000659,train,121.76790591,False
000661,train,102.38804039,False
000662,train,47.9833992775,True
000663,train,61.113962789999995,True
000665,train,120.525716149375,False
000660,train,129.3091169375,False
000667,train,72.818971484375,True
000666,train,67.160582424375,True
000670,train,50.345820899375006,True
000664,train,64.32399936,True
000668,train,68.1272961975,True
000669,train,22.39009671,True
000671,train,155.122138094375,False
000674,train,98.563406294375,True
000675,train,58.36974993749999,True
000672,train,247.703661124375,False
000673,train,66.2229481775,True
000676,train,70.32209999,True
000677,train,261.57702696,False
000680,train,80.1005866775,True
000685,train,127.413472519375,False
000682,train,191.5408110975,False
000678,train,412.19242084,False
000679,train,518.6732428775,False
000681,train,165.21484736000002,False
000683,train,194.32789759749997,False
000684,train,126.0469939975,False
000687,train,132.00389991,False
000689,train,35.875016734375,True
000686,train,75.33612282437501,True
000688,train,97.94084524,True
000691,train,68.05134997750001,True
000692,train,64.9588827775,True
000690,train,55.08067384437499,True
000695,train,54.322160519375004,True
000693,train,78.67257947750001,True
000697,train,81.2547322775,True
000696,train,32.821936310000005,True
000694,train,89.29408759,True
000698,train,61.46064243749999,True
000902,train,12.1536778975,True
000901,train,6.469713609375001,True
000904,train,8.31023631,True
000700,train,213.49594943749997,False
000905,train,16.497843239999998,True
000903,train,11.887459594375,True
000699,train,154.75084424,False
000906,train,30.744812574375,True
000909,train,35.099027734375,True
000907,train,20.220401469375002,True
000911,train,5.4952499775,True
000908,train,26.12854856,True
000913,train,14.292668369375,True
000910,train,4.175799797500001,True
000912,train,9.928324949375,True
000914,train,4.55569804,True
000915,train,7.8187247243749995,True
000918,train,38.730145344375,True
000916,train,23.64713911,True
000917,train,25.937838097500002,True
000919,train,45.877147744375,True
000922,train,12.562196937499998,True
000923,train,10.342123619375,True
000921,train,25.626605859375,True
000924,train,6.475937397499999,True
000925,train,7.662848310000001,True
000920,train,22.029729297499998,True
000926,train,7.193121669375,True
000927,train,5.0200243193750005,True
000931,train,11.206174894375,True
000929,train,3.7617708993749996,True
000928,train,9.509824497499999,True
000930,train,24.939277044375,True
000932,train,14.177717510000003,True
000934,train,27.42344375,True
000936,train,4.51634975,True
000935,train,12.568696577499999,True
000933,train,34.442493549374994,True
000941,train,22.579464597500003,True
000937,train,7.336671669375,True
000938,train,9.8159939975,True
000940,train,12.7286972775,True
000944,train,24.0000494375,True
000943,train,26.729721099375002,True
000942,train,19.8875180775,True
000939,train,7.515774984375001,True
000945,train,13.204271377500001,True
000948,train,8.472872024375,True
000946,train,26.05684471,True
000947,train,7.813996109374999,True
000950,train,13.98719271,True
000951,train,7.525920484374999,True
000952,train,13.513674894374999,True
000949,train,7.370669594375,True
000955,train,33.5246444775,True
000954,train,25.2459907975,True
000953,train,17.592092710000003,True
000957,train,46.473798790000004,True
000956,train,34.931897277500006,True
000960,train,16.50823911,True
000958,train,39.010749190000006,True
000961,train,14.0560494375,True
000963,train,9.9681449375,True
000964,train,13.359124609375,True
000959,train,43.254751719375,True
000965,train,7.97187084,True
000962,train,40.628009597500004,True
000966,train,17.992283999999998,True
000969,train,6.783064919375,True
000972,train,5.881173374375,True
000968,train,16.3882865775,True
000970,train,12.4026486775,True
000967,train,15.824599839999998,True
000971,train,6.958974774374999,True
000974,train,9.057574474374999,True
000973,train,7.64884936,True
000976,train,11.68919159,True
000975,train,11.40009996,True
000979,train,18.244297109999998,True
000977,train,12.268021294375002,True
000982,train,31.039059199374996,True
000980,train,12.229674319375,True
000978,train,15.645220899374998,True
000983,train,36.940679774375,True
000981,train,16.261574894375,True
000984,train,33.846541877499995,True
000988,train,13.517574724374999,True
000986,train,7.065724859375,True
000985,train,18.9506939975,True
000987,train,16.627041877499998,True
000992,train,23.43744964,True
000990,train,22.5912957975,True
000989,train,13.36589804,True
000993,train,12.810220484375,True
000991,train,18.3334343975,True
000995,train,21.087272969375,True
000994,train,22.800199744375,True
